Order ID,Order Priority,Order Quantity,Sales,Ship Mode,Unit Price,Customer Name,Province,Region,Product Category,Product Sub Category
O42243,Medium,42,1876,Regular Air,43,Phillip Flathmann,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O42243,Medium,19,145,Regular Air,7,Phillip Flathmann,Manitoba,Prarie,Office Supplies,Paper
O42437,Critical,43,19462,Delivery Truck,450,Denny Joy,Manitoba,Prarie,Technology,Copiers and Fax
O42437,Critical,14,314,Regular Air,21,Denny Joy,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O42887,Medium,3,36,Regular Air,10,Tracy Collins,Manitoba,Prarie,Office Supplies,Envelopes
O42887,Medium,11,235,Regular Air,21,Tracy Collins,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O42887,Medium,3,498,Delivery Truck,146,Tracy Collins,Manitoba,Prarie,Furniture,Tables
O43137,High,40,6069,Regular Air,155,Linda Southworth,Manitoba,Prarie,Office Supplies,Storage & Organization
O43554,Critical,9,34,Regular Air,4,Rachel Payne,Manitoba,Prarie,Office Supplies,Paper
O43782,Medium,27,194,Regular Air,7,Rick Bensley,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O43904,Not Specified,43,414,Regular Air,10,Michael Oakman,Manitoba,Prarie,Technology,Computer Peripherals
O43904,Not Specified,30,3340,Regular Air,126,Michael Oakman,Manitoba,Prarie,Technology,Telephones and Communication
O43906,High,50,3601,Regular Air,74,Valerie Dominguez,Manitoba,Prarie,Technology,Computer Peripherals
O44064,Medium,43,468,Express Air,11,Theresa Swint,Manitoba,Prarie,Office Supplies,Paper
O44064,Medium,23,284,Regular Air,12,Theresa Swint,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O44224,High,32,199,Regular Air,6,Natalie Webber,Manitoba,Prarie,Technology,Computer Peripherals
O44325,Medium,44,951,Regular Air,20,Maribeth Schnelling,Manitoba,Prarie,Furniture,Office Furnishings
O44422,Medium,1,16,Regular Air,11,Thais Sissman,Manitoba,Prarie,Office Supplies,Appliances
O44422,Medium,36,314,Regular Air,9,Thais Sissman,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O44422,Medium,11,202,Regular Air,21,Thais Sissman,Manitoba,Prarie,Technology,Telephones and Communication
O44609,Low,28,525,Regular Air,20,Michael Oakman,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O44609,Low,37,62,Express Air,1,Michael Oakman,Manitoba,Prarie,Office Supplies,Rubber Bands
O44935,High,37,100,Regular Air,3,Arthur Gainer,Manitoba,Prarie,Office Supplies,Rubber Bands
O45127,Medium,10,14,Regular Air,1,Theresa Swint,Manitoba,Prarie,Office Supplies,Rubber Bands
O45413,High,18,86,Regular Air,4,Eric Barreto,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O45413,High,17,2032,Regular Air,121,Eric Barreto,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O45413,High,24,132,Regular Air,5,Eric Barreto,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O45571,Medium,43,529,Regular Air,12,Rick Bensley,Manitoba,Prarie,Office Supplies,Storage & Organization
O45571,Medium,47,5975,Regular Air,156,Rick Bensley,Manitoba,Prarie,Technology,Telephones and Communication
O45571,Medium,44,721,Regular Air,18,Rick Bensley,Manitoba,Prarie,Technology,Office Machines
O45575,Critical,46,3849,Regular Air,84,Eric Barreto,Manitoba,Prarie,Office Supplies,Envelopes
O45794,Critical,28,1208,Regular Air,40,Rick Bensley,Manitoba,Prarie,Technology,Computer Peripherals
O45860,Low,12,70,Regular Air,5,Matthew Clasen,Manitoba,Prarie,Office Supplies,Paper
O46021,High,1,199,Delivery Truck,171,Theresa Swint,Manitoba,Prarie,Furniture,Bookcases
O46147,Critical,37,926,Regular Air,25,Mick Crebagga,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O46147,Critical,39,282,Express Air,7,Mick Crebagga,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O46147,Critical,12,6502,Delivery Truck,551,Mick Crebagga,Manitoba,Prarie,Furniture,Tables
O46211,Low,47,1244,Regular Air,26,Gary Hwang,Manitoba,Prarie,Furniture,Office Furnishings
O46241,Not Specified,34,1933,Regular Air,62,Thea Hudgings,Manitoba,Prarie,Furniture,Office Furnishings
O46244,Medium,10,602,Delivery Truck,61,Arthur Gainer,Manitoba,Prarie,Furniture,Chairs & Chairmats
O46244,Medium,9,157,Regular Air,17,Arthur Gainer,Manitoba,Prarie,Technology,Computer Peripherals
O46305,Low,30,300,Regular Air,10,Sue Ann Reed,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O46372,High,7,376,Regular Air,52,Tanja Norvell,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O46372,High,15,82,Regular Air,5,Tanja Norvell,Manitoba,Prarie,Office Supplies,Paper
O46656,High,27,637,Regular Air,25,Nora Pelletier,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O46721,Medium,17,143,Regular Air,7,Nick Radford,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O46721,Medium,35,241,Regular Air,6,Nick Radford,Manitoba,Prarie,Office Supplies,Paper
O46721,Medium,17,1913,Regular Air,111,Nick Radford,Manitoba,Prarie,Office Supplies,Storage & Organization
O46852,Not Specified,46,1592,Express Air,35,Sean Braxton,Manitoba,Prarie,Technology,Computer Peripherals
O46852,Not Specified,44,220,Regular Air,5,Sean Braxton,Manitoba,Prarie,Technology,Computer Peripherals
O46949,High,37,319,Regular Air,8,Mick Crebagga,Manitoba,Prarie,Technology,Computer Peripherals
O46951,Critical,26,2379,Regular Air,116,Katherine Ducich,Manitoba,Prarie,Technology,Telephones and Communication
O47075,Medium,42,4347,Delivery Truck,101,Mick Crebagga,Manitoba,Prarie,Furniture,Bookcases
O47399,Low,26,146,Regular Air,5,Rick Bensley,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O47493,Critical,36,9757,Delivery Truck,271,Michael Moore,Manitoba,Prarie,Furniture,Chairs & Chairmats
O47777,Low,13,88,Regular Air,7,Tom Zandusky,Manitoba,Prarie,Office Supplies,Paper
O47844,Critical,41,5824,Delivery Truck,151,Tanja Norvell,Manitoba,Prarie,Furniture,Chairs & Chairmats
O47941,High,15,1187,Regular Air,96,Evan Bailliet,Manitoba,Prarie,Technology,Telephones and Communication
O48423,High,49,414,Regular Air,9,Henia Zydlo,Manitoba,Prarie,Office Supplies,Envelopes
O48837,Not Specified,39,4800,Regular Air,156,Tanja Norvell,Manitoba,Prarie,Technology,Telephones and Communication
O48993,Low,17,122,Express Air,6,Russell D'Ascenzo,Manitoba,Prarie,Office Supplies,Paper
O49123,High,31,306,Regular Air,10,Mick Crebagga,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O49123,High,3,25,Regular Air,8,Mick Crebagga,Manitoba,Prarie,Technology,Computer Peripherals
O49220,Critical,13,410,Regular Air,34,Evan Bailliet,Manitoba,Prarie,Office Supplies,Appliances
O49409,High,28,1458,Regular Air,50,Natalie Webber,Manitoba,Prarie,Technology,Computer Peripherals
O49479,Medium,46,5615,Delivery Truck,121,Victor Price,Manitoba,Prarie,Technology,Office Machines
O49600,Low,33,1692,Regular Air,55,Troy Blackwell,Manitoba,Prarie,Office Supplies,Paper
O49987,High,14,242,Regular Air,21,Tanja Norvell,Manitoba,Prarie,Technology,Telephones and Communication
O50242,Not Specified,8,1392,Regular Air,206,Ross Baird,Manitoba,Prarie,Technology,Telephones and Communication
O50275,Medium,5,9704,Express Air,1938,Gary Hwang,Manitoba,Prarie,Technology,Office Machines
O50275,Medium,31,212,Regular Air,6,Gary Hwang,Manitoba,Prarie,Office Supplies,Paper
O50403,Not Specified,22,143,Regular Air,7,Katherine Ducich,Manitoba,Prarie,Office Supplies,Paper
O50405,Medium,8,876,Regular Air,111,Theresa Swint,Manitoba,Prarie,Office Supplies,Storage & Organization
O50464,Critical,7,106,Regular Air,14,Natalie Webber,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O50465,Medium,29,1337,Regular Air,49,Thais Sissman,Manitoba,Prarie,Office Supplies,Storage & Organization
O50469,Not Specified,44,839,Regular Air,18,Harry Marie,Manitoba,Prarie,Technology,Office Machines
O50789,Not Specified,23,8674,Regular Air,388,Tracy Collins,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O51044,Low,17,156,Regular Air,10,Linda Southworth,Manitoba,Prarie,Office Supplies,Envelopes
O51044,Low,26,1333,Delivery Truck,51,Linda Southworth,Manitoba,Prarie,Furniture,Chairs & Chairmats
O51044,Low,19,117,Regular Air,6,Linda Southworth,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O51302,Not Specified,44,168,Regular Air,4,Tracy Collins,Manitoba,Prarie,Office Supplies,Labels
O51392,Medium,10,255,Regular Air,26,Jamie Frazer,Manitoba,Prarie,Technology,Computer Peripherals
O51650,High,25,470,Regular Air,20,Rachel Payne,Manitoba,Prarie,Office Supplies,Paper
O51650,High,43,10855,Delivery Truck,271,Rachel Payne,Manitoba,Prarie,Technology,Office Machines
O51650,High,19,51,Regular Air,3,Rachel Payne,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O51652,Not Specified,37,196,Express Air,5,Rachel Payne,Manitoba,Prarie,Office Supplies,Labels
O51652,Not Specified,38,4993,Express Air,141,Rachel Payne,Manitoba,Prarie,Office Supplies,Storage & Organization
O51876,Critical,2,95,Regular Air,56,Victor Price,Manitoba,Prarie,Technology,Telephones and Communication
O52070,Not Specified,29,68,Regular Air,2,Natalie Webber,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O52160,Critical,5,16,Express Air,2,Jack Garza,Manitoba,Prarie,Office Supplies,Rubber Bands
O52160,Critical,6,631,Regular Air,126,Jack Garza,Manitoba,Prarie,Technology,Telephones and Communication
O52258,Low,5,64,Regular Air,12,Thais Sissman,Manitoba,Prarie,Furniture,Office Furnishings
O52608,Low,36,148,Regular Air,4,Thea Hudgings,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O52640,Medium,18,1164,Express Air,64,Steven Ward,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O53412,Critical,45,2545,Regular Air,54,Eric Hoffmann,Manitoba,Prarie,Furniture,Office Furnishings
O53568,Medium,34,4281,Delivery Truck,123,Gary Hwang,Manitoba,Prarie,Furniture,Chairs & Chairmats
O53956,High,43,1780,Regular Air,41,Elpida Rittenbach,Manitoba,Prarie,Office Supplies,Paper
O54371,Not Specified,28,115,Regular Air,4,Toby Knight,Manitoba,Prarie,Office Supplies,Rubber Bands
O54371,Not Specified,7,119,Regular Air,17,Toby Knight,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O54436,High,17,706,Express Air,39,Toby Knight,Manitoba,Prarie,Technology,Computer Peripherals
O54436,High,37,321,Regular Air,8,Toby Knight,Manitoba,Prarie,Technology,Computer Peripherals
O54464,High,11,227,Regular Air,20,Joseph Airdo,Manitoba,Prarie,Furniture,Office Furnishings
O54464,High,50,87,Regular Air,2,Joseph Airdo,Manitoba,Prarie,Furniture,Office Furnishings
O54468,High,15,41,Regular Air,3,Valerie Takahito,Manitoba,Prarie,Office Supplies,Labels
O54468,High,35,424,Regular Air,12,Valerie Takahito,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O54819,Low,10,53,Regular Air,5,Phillip Flathmann,Manitoba,Prarie,Furniture,Office Furnishings
O54819,Low,26,64,Regular Air,3,Phillip Flathmann,Manitoba,Prarie,Office Supplies,Rubber Bands
O54819,Low,46,2711,Regular Air,66,Phillip Flathmann,Manitoba,Prarie,Technology,Telephones and Communication
O54882,Critical,17,86,Regular Air,5,Natalie Webber,Manitoba,Prarie,Office Supplies,Labels
O54882,Critical,2,87,Regular Air,37,Natalie Webber,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O55042,High,28,1718,Express Air,61,Russell Applegate,Manitoba,Prarie,Office Supplies,Appliances
O55042,High,38,1978,Regular Air,66,Russell Applegate,Manitoba,Prarie,Technology,Telephones and Communication
O55046,Critical,2,29,Express Air,7,Thais Sissman,Manitoba,Prarie,Office Supplies,Paper
O55297,Medium,29,567,Regular Air,20,Jamie Frazer,Manitoba,Prarie,Office Supplies,Paper
O55360,Medium,49,135,Regular Air,3,Russell Applegate,Manitoba,Prarie,Office Supplies,Labels
O55360,Medium,39,8865,Delivery Truck,218,Russell Applegate,Manitoba,Prarie,Furniture,Tables
O55623,Critical,47,10349,Delivery Truck,228,Jack Garza,Manitoba,Prarie,Furniture,Tables
O55650,Low,41,1259,Regular Air,33,Steven Cartwright,Manitoba,Prarie,Technology,Computer Peripherals
O55651,Medium,41,831,Regular Air,20,Helen Andreada,Manitoba,Prarie,Furniture,Office Furnishings
O55651,Medium,2,80,Regular Air,28,Helen Andreada,Manitoba,Prarie,Office Supplies,Storage & Organization
O56322,Medium,26,800,Regular Air,31,Sean Braxton,Manitoba,Prarie,Technology,Computer Peripherals
O56322,Medium,16,1689,Regular Air,126,Sean Braxton,Manitoba,Prarie,Technology,Telephones and Communication
O56608,Critical,23,42,Regular Air,2,Linda Southworth,Manitoba,Prarie,Office Supplies,Rubber Bands
O56612,High,38,4009,Regular Air,116,Joseph Airdo,Manitoba,Prarie,Technology,Telephones and Communication
O56835,Not Specified,1,11,Regular Air,9,Roland Murray,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O57058,Medium,28,205,Express Air,7,Jack Garza,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O57058,Medium,27,979,Regular Air,36,Jack Garza,Manitoba,Prarie,Technology,Computer Peripherals
O57506,Medium,48,333,Regular Air,7,Thais Sissman,Manitoba,Prarie,Office Supplies,Paper
O57574,Critical,20,466,Delivery Truck,24,Russell D'Ascenzo,Manitoba,Prarie,Furniture,Office Furnishings
O57602,Low,43,130,Regular Air,3,Rachel Payne,Manitoba,Prarie,Office Supplies,Labels
O57921,Medium,8,45,Regular Air,5,Arthur Gainer,Manitoba,Prarie,Technology,Computer Peripherals
O57921,Medium,7,148,Regular Air,21,Arthur Gainer,Manitoba,Prarie,Office Supplies,Pens & Art Supplies
O57958,Critical,46,1420,Express Air,31,Steven Ward,Manitoba,Prarie,Office Supplies,Paper
O58086,Medium,27,155,Regular Air,6,Arthur Gainer,Manitoba,Prarie,Office Supplies,Binders and Binder Accessories
O58086,Medium,31,1638,Regular Air,56,Arthur Gainer,Manitoba,Prarie,Office Supplies,Paper
O58182,High,24,479,Express Air,19,Tracy Collins,Manitoba,Prarie,Furniture,Office Furnishings
O58342,High,40,1719,Regular Air,41,Rick Bensley,Manitoba,Prarie,Technology,Computer Peripherals
O59174,Medium,6,1193,Express Air,204,Emily Ducich,Manitoba,Prarie,Technology,Office Machines
O59361,High,45,1008,Regular Air,24,Thea Hudgings,Manitoba,Prarie,Technology,Office Machines
O59365,Medium,1,534,Delivery Truck,536,Sanjit Engle,Manitoba,Prarie,Technology,Office Machines
O59492,Not Specified,25,170,Regular Air,6,Jill Fjeld,Manitoba,Prarie,Office Supplies,Paper
O59684,Medium,50,9060,Delivery Truck,181,Susan MacKendrick,Manitoba,Prarie,Office Supplies,Appliances
O59684,Medium,41,368,Express Air,8,Susan MacKendrick,Manitoba,Prarie,Technology,Computer Peripherals
O59684,Medium,3,14,Regular Air,4,Susan MacKendrick,Manitoba,Prarie,Office Supplies,Paper
O59684,Medium,25,168,Regular Air,6,Susan MacKendrick,Manitoba,Prarie,Office Supplies,Paper
O229,Critical,24,599,Regular Air,25,Peter Fuller,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O512,Low,6,1310,Regular Air,218,Sam Craven,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O512,Low,48,806,Express Air,15,Sam Craven,Saskachewan,Prarie,Office Supplies,Storage & Organization
O1287,High,39,3909,Regular Air,105,Mitch Willingham,Saskachewan,Prarie,Furniture,Office Furnishings
O1895,Medium,5,41,Regular Air,6,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Paper
O2023,Low,4,295,Regular Air,74,Sam Craven,Saskachewan,Prarie,Technology,Computer Peripherals
O2023,Low,50,247,Regular Air,5,Sam Craven,Saskachewan,Prarie,Office Supplies,Paper
O2593,High,5,2004,Express Air,421,John Dryer,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O2593,High,15,3842,Delivery Truck,244,John Dryer,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O3461,Critical,47,2053,Regular Air,56,Susan Gilcrest,Saskachewan,Prarie,Technology,Telephones and Communication
O3461,Critical,35,3206,Regular Air,116,Susan Gilcrest,Saskachewan,Prarie,Technology,Telephones and Communication
O3554,Low,25,289,Regular Air,12,Ken Heidel,Saskachewan,Prarie,Office Supplies,Paper
O4166,Low,19,139,Regular Air,7,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O5059,High,5,41,Express Air,5,Randy Bradley,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O5254,Not Specified,31,1735,Regular Air,66,William Brown,Saskachewan,Prarie,Technology,Telephones and Communication
O5575,Low,41,255,Regular Air,6,Rick Hansen,Saskachewan,Prarie,Office Supplies,Paper
O5954,Critical,32,18316,Delivery Truck,597,Ken Heidel,Saskachewan,Prarie,Technology,Office Machines
O6018,Low,39,206,Regular Air,5,Toby Grace,Saskachewan,Prarie,Furniture,Office Furnishings
O6018,Low,2,124,Regular Air,56,Toby Grace,Saskachewan,Prarie,Office Supplies,Paper
O6336,High,43,320,Express Air,7,Joseph Holt,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O7559,Critical,9,90,Regular Air,4,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Appliances
O7559,Critical,39,806,Regular Air,21,Patrick Ryan,Saskachewan,Prarie,Technology,Computer Peripherals
O8007,Low,35,3332,Regular Air,100,Maya Herman,Saskachewan,Prarie,Technology,Office Machines
O8070,Medium,14,623,Regular Air,41,Rick Hansen,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies
O8259,Medium,25,2130,Delivery Truck,90,Peter Fuller,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O8642,High,26,151,Regular Air,6,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O8642,High,13,133,Regular Air,10,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Labels
O8803,Not Specified,6,1184,Regular Air,193,William Brown,Saskachewan,Prarie,Office Supplies,Storage & Organization
O8803,Not Specified,17,514,Regular Air,31,William Brown,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O9383,Not Specified,11,82,Regular Air,8,John Dryer,Saskachewan,Prarie,Furniture,Office Furnishings
O10278,Low,25,1908,Delivery Truck,71,Rick Hansen,Saskachewan,Prarie,Furniture,Bookcases
O10949,Medium,46,3449,Delivery Truck,81,Ashley Jarboe,Saskachewan,Prarie,Technology,Office Machines
O11335,High,3,15,Regular Air,5,Maya Herman,Saskachewan,Prarie,Office Supplies,Labels
O11335,High,8,922,Delivery Truck,120,Maya Herman,Saskachewan,Prarie,Technology,Office Machines
O12355,Not Specified,36,210,Regular Air,6,Ken Heidel,Saskachewan,Prarie,Office Supplies,Paper
O12355,Not Specified,14,225,Regular Air,15,Ken Heidel,Saskachewan,Prarie,Office Supplies,Storage & Organization
O13127,Medium,13,951,Delivery Truck,69,Sam Craven,Saskachewan,Prarie,Office Supplies,Appliances
O14978,Critical,14,12044,Delivery Truck,881,Randy Bradley,Saskachewan,Prarie,Furniture,Bookcases
O14978,Critical,14,195,Regular Air,13,Randy Bradley,Saskachewan,Prarie,Office Supplies,Storage & Organization
O15751,Critical,37,190,Regular Air,5,Maya Herman,Saskachewan,Prarie,Office Supplies,Labels
O15751,Critical,21,398,Regular Air,21,Maya Herman,Saskachewan,Prarie,Technology,Telephones and Communication
O15815,Critical,43,529,Regular Air,12,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O15815,Critical,24,107,Regular Air,5,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O16737,Not Specified,15,1390,Regular Air,90,Toby Grace,Saskachewan,Prarie,Office Supplies,Envelopes
O17124,Critical,39,128,Express Air,3,William Brown,Saskachewan,Prarie,Office Supplies,Scissors, Rulers and Trimmers
O17666,Medium,19,83,Regular Air,4,Sam Craven,Saskachewan,Prarie,Office Supplies,Paper
O17666,Medium,11,141,Regular Air,13,Sam Craven,Saskachewan,Prarie,Office Supplies,Scissors, Rulers and Trimmers
O19075,Critical,36,1842,Regular Air,51,Joseph Holt,Saskachewan,Prarie,Technology,Computer Peripherals
O21220,Not Specified,4,476,Delivery Truck,121,Rick Hansen,Saskachewan,Prarie,Technology,Office Machines
O21600,Low,17,169,Regular Air,10,Ashley Jarboe,Saskachewan,Prarie,Office Supplies,Paper
O22117,Critical,16,582,Express Air,35,Rick Hansen,Saskachewan,Prarie,Office Supplies,Paper
O22117,Critical,5,19,Regular Air,3,Rick Hansen,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies
O22211,Not Specified,30,943,Regular Air,31,Peter Fuller,Saskachewan,Prarie,Office Supplies,Paper
O22211,Not Specified,47,14494,Delivery Truck,376,Peter Fuller,Saskachewan,Prarie,Furniture,Tables
O22404,Low,35,7265,Regular Air,218,Joseph Holt,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O23362,Medium,45,852,Regular Air,20,Randy Bradley,Saskachewan,Prarie,Furniture,Office Furnishings
O23399,High,14,209,Express Air,13,Randy Bradley,Saskachewan,Prarie,Office Supplies,Storage & Organization
O23781,Critical,30,200,Regular Air,6,Ashley Jarboe,Saskachewan,Prarie,Office Supplies,Paper
O23812,Critical,32,5846,Delivery Truck,201,Toby Grace,Saskachewan,Prarie,Technology,Office Machines
O24199,Critical,16,707,Regular Air,40,Randy Bradley,Saskachewan,Prarie,Technology,Computer Peripherals
O25155,Low,48,1039,Regular Air,20,John Dryer,Saskachewan,Prarie,Furniture,Office Furnishings
O25155,Low,17,114,Regular Air,7,John Dryer,Saskachewan,Prarie,Office Supplies,Paper
O25155,Low,3,30,Express Air,5,John Dryer,Saskachewan,Prarie,Office Supplies,Paper
O26084,Low,33,229,Express Air,7,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Paper
O26146,Low,13,1352,Regular Air,105,John Dryer,Saskachewan,Prarie,Office Supplies,Appliances
O26146,Low,49,595,Regular Air,12,John Dryer,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies
O26529,Low,41,12125,Delivery Truck,298,Pauline Webber,Saskachewan,Prarie,Technology,Office Machines
O26693,Medium,44,2095,Express Air,56,William Brown,Saskachewan,Prarie,Technology,Telephones and Communication
O26948,High,38,274,Regular Air,7,Matt Collister,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O26951,Not Specified,3,452,Regular Air,151,Kean Takahito,Saskachewan,Prarie,Technology,Office Machines
O27141,Not Specified,25,496,Regular Air,19,Patrick Ryan,Saskachewan,Prarie,Furniture,Office Furnishings
O27141,Not Specified,28,1646,Regular Air,60,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Storage & Organization
O27302,Low,16,238,Regular Air,14,Maya Herman,Saskachewan,Prarie,Furniture,Office Furnishings
O27302,Low,3,144,Regular Air,49,Maya Herman,Saskachewan,Prarie,Office Supplies,Paper
O27426,Low,41,439,Regular Air,10,William Brown,Saskachewan,Prarie,Office Supplies,Paper
O27426,Low,32,417,Express Air,13,William Brown,Saskachewan,Prarie,Office Supplies,Scissors, Rulers and Trimmers
O27810,High,32,217,Express Air,6,Julia Dunbar,Saskachewan,Prarie,Office Supplies,Labels
O28674,High,26,162,Regular Air,6,Susan Gilcrest,Saskachewan,Prarie,Office Supplies,Paper
O28742,Low,35,588,Regular Air,17,Rick Hansen,Saskachewan,Prarie,Office Supplies,Storage & Organization
O28742,Low,7,2171,Delivery Truck,376,Rick Hansen,Saskachewan,Prarie,Furniture,Tables
O28772,High,16,950,Regular Air,71,Nick Zandusky,Saskachewan,Prarie,Furniture,Tables
O28772,High,4,706,Express Air,206,Nick Zandusky,Saskachewan,Prarie,Technology,Telephones and Communication
O29152,Low,3,59,Regular Air,17,Ashley Jarboe,Saskachewan,Prarie,Technology,Computer Peripherals
O29152,Low,13,95,Regular Air,7,Ashley Jarboe,Saskachewan,Prarie,Office Supplies,Storage & Organization
O29639,Critical,8,22,Regular Air,3,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies
O30407,Low,41,17854,Regular Air,419,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Storage & Organization
O31175,Critical,26,540,Express Air,20,William Brown,Saskachewan,Prarie,Office Supplies,Paper
O32455,High,43,4621,Regular Air,100,Peter Fuller,Saskachewan,Prarie,Technology,Computer Peripherals
O32484,Not Specified,9,2503,Delivery Truck,301,William Brown,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O34402,High,38,3017,Regular Air,81,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Storage & Organization
O34402,High,11,49,Express Air,3,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Labels
O34723,Medium,4,6095,Delivery Truck,1501,Neoma Murray,Saskachewan,Prarie,Technology,Office Machines
O34723,Medium,46,3776,Delivery Truck,81,Neoma Murray,Saskachewan,Prarie,Technology,Office Machines
O34723,Medium,29,1488,Regular Air,66,Neoma Murray,Saskachewan,Prarie,Technology,Telephones and Communication
O34757,High,40,251,Express Air,6,Neoma Murray,Saskachewan,Prarie,Office Supplies,Paper
O34913,Medium,15,108,Regular Air,7,William Brown,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O35136,Critical,23,69,Regular Air,3,Peter Fuller,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies
O35299,Not Specified,41,4359,Regular Air,100,Randy Bradley,Saskachewan,Prarie,Technology,Computer Peripherals
O36676,Not Specified,32,3046,Delivery Truck,101,Mitch Willingham,Saskachewan,Prarie,Technology,Office Machines
O36676,Not Specified,15,354,Regular Air,23,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Paper
O36708,Not Specified,46,637,Regular Air,13,William Brown,Saskachewan,Prarie,Technology,Office Machines
O36708,Not Specified,25,2614,Regular Air,126,William Brown,Saskachewan,Prarie,Technology,Telephones and Communication
O36835,Critical,39,12073,Regular Air,316,William Brown,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O36835,Critical,25,6685,Regular Air,276,William Brown,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O36835,Critical,18,1176,Regular Air,64,William Brown,Saskachewan,Prarie,Furniture,Office Furnishings
O37127,High,19,178,Regular Air,9,John Dryer,Saskachewan,Prarie,Office Supplies,Paper
O37667,High,31,472,Regular Air,14,Peter Fuller,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O37825,Low,44,505,Regular Air,12,Matt Collister,Saskachewan,Prarie,Office Supplies,Appliances
O37825,Low,41,287,Regular Air,7,Matt Collister,Saskachewan,Prarie,Office Supplies,Paper
O37861,Not Specified,32,980,Regular Air,31,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Paper
O37926,Critical,31,353,Regular Air,12,Rick Hansen,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies
O38304,High,7,30,Regular Air,4,Pauline Webber,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories
O38978,Low,24,4547,Delivery Truck,181,Nick Zandusky,Saskachewan,Prarie,Furniture,Chairs & Chairmats
O39267,High,26,430,Regular Air,18,Sam Craven,Saskachewan,Prarie,Furniture,Office Furnishings
O39267,High,46,1221,Regular Air,28,Sam Craven,Saskachewan,Prarie,Office Supplies,Storage & Organization
O40772,Critical,15,128,Regular Air,8,Pauline Webber,Saskachewan,Prarie,Office Supplies,Rubber Bands
